collection,name_field,category,name
ingre_inci,inciName,garbage_long_name,"Sodium Lactate (29%), Sodium PCA (10.55%), Sorbitol (7.56%), Proline (2.9%), Methylparaben (0.1%), Propylparaben and Aqua. Prodew® 300 by Ajinomoto is a humectant and moisturizing agent. It is a 50% aqueous solution made from non-animal origin. It protects the skin from dryness, promotes elasticity and help keep skin healthy and fresh-looking. It is designed on the principles of biomimicry, the natural component mixture to base a cosmetic product on is NMF and natural moisturizing factor. Prodew® 300 offers excellent moisture absorption, hygroscopicity and retention capabilities. It can be used in tonic, shower gel, creams, lotions, treatments, pre- and post-suncare and make-up products. It is recommended for shampoos, conditioners, hair tonics, hair creams, foundations, lipsticks, damaged and sensitive skin products.
 SODIUM LACTATE"
ingre_inci,inciName,garbage_long_name,"Hydroxypropyl Methylcellulose (and) Cellulose Gum (and) Xanthan Gum. texturpure™ sa-1 ingredient by Ashland acts as a thickening-, texturing and suspension agent. It is developed using a unique sustainable polysaccharide technology. Exhibits heat- & salt tolerance and long-term product stability through suspension of oils and active ingredients in cleansing systems. It offers a rich, smooth, luxuriously viscous and indulgent texture. It glides & coats hair and provides rich foam, quick & easy rinse without any residues, leaving the hair smooth and detangled. It contains a specific ratio of high performance clean INCI ingredients which provide a sensorial experience and yield value, which match or surpass many leading synthetics. Recommended for personal care formulations such as hand-, body care, shampoos (sulfate-free & silicone-free), anti-dandruff & deep conditioning products, body washes, facial cleansers and scrubs. texturpure™ sa-1 ingredient is GMO-free, naturally-derived, biodegradable and Vegan suitable.
 HYDROXYPROPYL METHYLCELLULOSE"
ingre_inci,inciName,garbage_long_name,"Monamid 1007 functions as consistency agent. The INCI Name of Ingredients is Lauramide DEA (and) Linoleamide DEA. It is liquid with HLB value 12.8. Applications include hair care and toiletries.
 LAURAMIDE DEA"
ingre_inci,inciName,garbage_long_name,"Propanediol & Saccharomyces/Podophyllum Peltatum Ferment Filtrate. ACB Sirtuin Complex coincides with the trend for Sirtuin technology. It is capable of increasing DNA repair and is also an excellent alternative to resveratrol. This product also coincides perfectly with the desire for eco-friendly cosmetics. The propanediol which is used as the solvent is derived from non-GMO corn. Easy to formulate with, ACB Sirtuin Complex PD is water soluble so it can be used in a variety of skin and hair care applications.
 PROPANEDIOL"
ingre_inci,inciName,garbage_long_name,"Glycerin (and) Elettaria Cardamomum Seed Extract (and) Myristica Fragrans (Nutmeg) Extract. ABS Cardamom & Nutmeg Extract G by Active Concepts acts as a moisturizing agent. It allows formulators to capitalize on the trend for increasing aquaporin activity. It enhances the hydrating benefits. Used in skin care, hair care and color cosmetics, the ingredient also coincides with the trend for using food inspired ingredients in cosmetics.
 ELETTARIA CARDAMOMUM SEED EXTRACT"
ingre_inci,inciName,garbage_long_name,"Technical datasheetNapure C-HPSupplied byGuangzhou Tinci Materials Technology (Tinci)- Last Updated on Jun 10, 2025
Napure C-HP
Sodium Methyl Cocoyl Taurate. Napure C-HP by Guangzhou Tinci Materials Technology (Tinci) is an anionic, mild surfactant. It provides excellent foamability, wetting, emulsifying and softening properties over a wide pH range. It shows compatibility with anionic, nonionic, amphoteric surfactants and good tolerance to hard water. It is easily rinsed off, readily biodegradable, and delivers a significant synergistic foaming boost when combined with other surfactants.  
It is suitable for shampoo, body wash, shower gel, facial cleanser, baby care, shaving product and toothpaste. 
Napure C-HP has a shelf life of 24 months. 
 SODIUM METHYL COCOYL TAURATE"
ingre_inci,inciName,wrong_beta_arbutin,Beta Arbutin
ingre_inci,inciName,greek_or_eszett,ß-D-Glucan
ingre_inci,inciName,greek_or_eszett,Synthetic sapphire (Chemical composition: α-Al2O3)
ingre_inci,inciName,legitimate_alpha_beta_inci,Beta-Carotene
ingre_inci,inciName,legitimate_alpha_beta_inci,Beta-Caryophyllene
ingre_inci,inciName,legitimate_alpha_beta_inci,Alpha-Arbutin
ingre_inci,inciName,legitimate_alpha_beta_inci,Beta-Sitosterol
ingre_inci,inciName,legitimate_alpha_beta_inci,Beta-Glucan
ingre_inci,inciName,legitimate_alpha_beta_inci,Beta Vulgaris (Beet) Root Juice
ingre_inci,inciName,legitimate_alpha_beta_inci,Alpha-Glucan Oligosaccharide
ingre_inci,inciName,legitimate_alpha_beta_inci,Beta Vulgaris (Beet) Root Extract
ingre_inci,inciName,legitimate_alpha_beta_inci,Alpha-Glucan Hydroxypropyltrimonium Chloride
ingre_inci,inciName,legitimate_alpha_beta_inci,Alpha-Glucan
ingre_inci,inciName,legitimate_alpha_beta_inci,BETA VULGARIS ROOT EXTRACT
ingre_inci,inciName,legitimate_alpha_beta_inci,BETA VULGARIS EXTRACT
ingre_inci,inciName,legitimate_alpha_beta_inci,ALPHA AMYRIN
ingre_inci,inciName,legitimate_alpha_beta_inci,ALPHA-TERPINEOL
ingre_inci,inciName,legitimate_alpha_beta_inci,ALPHA-TERPINENE
ingre_inci,inciName,legitimate_alpha_beta_inci,Beta Vulgaris (Beet) Extract
ingre_inci,inciName,legitimate_alpha_beta_inci,alpha-Amyrin
ingre_inci,inciName,legitimate_alpha_beta_inci,beta-Amyrin
ingre_inci,inciName,legitimate_alpha_beta_inci,BETA VULGARIS (BEETROOT) EXTRACT
ingre_inci,inciName,legitimate_alpha_beta_inci,ALPHA ARBUTIN
ingre_inci,inciName,alpha_beta_prefix_other,Beta-Alaninoyl Glutamoyl
ingre_inci,inciName,alpha_beta_prefix_other,Betadex
ingre_inci,inciName,false_positive_betaine,Betaine
ingre_inci,inciName,false_positive_betaine,Betaine Salicylate
ingre_branded_ingredients,ingredient_name,garbage_long_name,Aqua|Sodium Cocoyl Isethionate|Disodium Cocoyl Glutamate|Glycerin|Acrylates Crosspolymer-4|Cocamidopropyl Betaine|Disodium Laureth Sulfosuccinate|Betaine|Glycoldistearate|Polyquaternium-47|Glycereth-26|Caprylyl/Capryl Glucoside|Sodium Methyl Cocoyl Taurate|Peg-7 Glycerylcocoate|Citric Acid|Polyquaternium-39|Acetamide Mea|Hydrolyzed Keratin|Panthenol|Sorbitol|Sodium Cocoyl Collagen Amino Acids |Cocoyl Sarcosine|Wheat Germ Acid |Triticum Vulgare (Wheat) Germ Oil|Polysorbate 20|Linoleic Acid|Linolenic Acid|Tocopherol|Simmondsia Chinensis (Jojoba) Seed Oil|Tocopheryl Acetate|Polysorbate 80|Hydrolyzed Glycosaminoglycans|Saccharide Isomerate|Sodium Citrate|Gossypium Herbaceum (Cotton) Seed Oil|Butyrospermum Parkii (Shea) Butter|Macadamia Ternifolia Seed Oil|Cocos Nucifera (Coconut) Fruit Extract|Chamomilla Recutita (Matricaria) Flower Extract|Aloe Barbadensis Leaf Extract |Camellia Sinensis Leaf Extract|Cinnamomum Zeylanicum Bark Extract |Acorus Calamus Root Extract|Commiphora Myrrha Resin Extract |Olea Europaea (Olive) Fruit Oil|Argania Spinosa Kernel Oil|Lecithin|Polyglyceryl-3 Diisostearate|Glyceryl Stearate|Phenoxyethanol|Ethylhexylglycerin|Benzoic Acid|Dehydroacetic Acid|Isoamyl Laurate|Sodium Metabisulfite|Guar Hydroxypropyltrimonium Chloride|Disodiumedta|Fragrance
ingre_branded_ingredients,ingredient_name,garbage_long_name,Aqua|Glycerin|Cetyl Alcohol|Cetearyl Alcohol|Rapeseed(Brassica Campestris) Oil|Olive Oil Peg-7 Esters|Betaine|Stearamidopropyl Dimethylamine|Hydroxypropyl Starch Phosphate|Triheptanoin|Polyquaternium-47|Guar Hydroxypropyltrimonium Chloride|Wheat Amino Acids|Soy Amino Acids|Arginine Hcl|Serine|Threonine|Oryza Sativa (Rice) Bran Oil|Oryza Sativa (Rice) Germ Oil|Hydrolyzed Quinoa|Sodium Hyaluronate|Tocopherol|Helianthus Annuus (Sunflower) Seed Oil|Acetamide Mea|Hydrolyzed Keratin|Panthenol|Sorbitol|Sodium Cocoyl Collagen Amino Acids|Cocoyl Sarcosine|Wheat Germ Acid|Triticum Vulgare (Wheat) Germ Oil|Polysorbate 20|Linoleic Acid|Linolenic Acid|Simmondsia Chinensis (Jojoba) Seed Oil|Tocopheryl Acetate|Polysorbate 80|Hydrolyzed Glycosaminoglycans|Orbignya Speciosa Kernel Oil|Astrocaryum Murumuru Fruit Extract |Gossypium Herbaceum (Cotton) Seed Oil|Butyrospermum Parkii (Shea) Butter|Macadamia Ternifolia Seed Oil|Cocos Nucifera (Coconut) Fruit Extract |Chamomilla Recutita (Matricaria) Flower Extract |Aloe Barbadensis Leaf Extract |Camellia Sinensis Leaf Extract|Cinnamomum Zeylanicum Bark Extract |Acorus Calamus Root Extract|Commiphora Myrrha Resin Extract |Olea Europaea (Olive) Fruit Oil|Argania Spinosa Kernel Oil|Lecithin|Polyglyceryl-3 Diisostearate|Glyceryl Stearate|Laminaria Saccharina Extract|Polyquaternium-7|Lactic Acid|Phenoxyethanol|Ethylhexylglycerin|Sodium Metabisulfite|Disodium Edta|Bht|Fragrance
ingre_branded_ingredients,ingredient_name,garbage_long_name,Aqua|Propanediol|Glycerin|Butylene Glycol|PPG-26-Buteth-26|PEG-40 Hydrogenated Castor Oil|Niacinamide|Betaine|Larix Europaea Wood Extract|Glycine|Zinc Chloride|Camellia Sinensis Leaf Extract|Polyquaternium 73|Polyquaternium 47|Curcuma Longa (Turmeric) Callus Culture Conditioned Media|Apigenin|Oleanolic Acid|Biotinoyl Tripeptide-1|Pentylene Glycol|Phytic Acid|Nasturtium Officinale Extract|Tropaeolum Majus Extract|Bis-PEG-18 Methyl Ether Dimethyl Silane|Phenoxyethanol|Polysorbate 20|Sodium Metabisulfite|Hydroxyethyl Cellulose|Polyquaternium 10|Fragrance|Caffeine|Panax Ginseng Root Extract
ingre_branded_ingredients,ingredient_name,garbage_long_name,Aqua|Glycerin|Isopropyl Myristate|Propylene Glycol|Decyl Glucoside|Niacinamide|Colloidal Sulfur|Salicylic Acid|Aloe Barbadensis Leaf Extract|Peg-40 Hydrogenated Castor Oil|Carbomer|Polysorbate 20|Climbazole|Triethanolamine|Melia Azadirachta Leaf Extract|Melaleuca Alternifolia (Tea Tree) Leaf Oil|Butylene Glycol|Glycolic Acid|Peg-60 Hydrogenated Castor Oil|Ethylhexylglycerin|Glyceryl Caprylate|Lactobacillus/Pear Juice Ferment Filtrate|O-Cymen-5-Ol|Phellodendron Amurense Bark Extract|Salix Alba (Willow) Bark Extract|Rehmannia Chinensis Root Extract|Scutellaria Baicalensis Root Extract|Houttuynia Cordata Extract|Glycine Soja (Soybean) Seed Extract|Zinc Pca|Xanthan Gum|Piroctone Olamine|Panthenol|Allantoin|Disodium Edta
ingre_branded_ingredients,ingredient_name,garbage_long_name,Oryza Sativa (Rice) Bran Oil|Oryza Sativa (Rice) Germ Oil|Gossypium Herbaceum (Cotton) Seed Oil|Butyrospermum Parkii (Shea) Butter|Macadamia Ternifolia Seed Oil|Cocos Nucifera (Coconut) Fruit Extract|Chamomilla Recutita (Matricaria) Flower Extract|Aloe Barbadensis Leaf Extract|Camellia Sinensis Leaf Extract|Cinnamomum Zeylanicum Bark Extract|Acorus Calamus Root Extract|Commiphora Myrrha Resin Extract|Olea Europaea (Olive) Fruit Oil|Aqua|Argania Spinosa Kernel Oil|Lecithin|Polyglyceryl-3 Diisostearate|Glycerin|Glyceryl Stearate|Tocopherol|Helianthus Annuus (Sunflower) Seed Oil
ingre_branded_ingredients,ingredient_name,wrong_beta_arbutin,Beta-ARBUTIN
ingre_branded_ingredients,ingredient_name,wrong_beta_arbutin,Beta-Arbutin (YR Chemspec)
ingre_branded_ingredients,ingredient_name,wrong_beta_arbutin,Beta Arbutin
ingre_branded_ingredients,ingredient_name,greek_or_eszett,αG Hesperidin PS-CC
ingre_branded_ingredients,ingredient_name,greek_or_eszett,18-β-Glycyrrhetinic Acid (Enoxolone)
ingre_branded_ingredients,ingredient_name,greek_or_eszett,2-Hydroxypropyl-β-cyclodextrin
ingre_branded_ingredients,ingredient_name,greek_or_eszett,Bicoalgae® ω3 (Omega-3)
ingre_branded_ingredients,ingredient_name,greek_or_eszett,Gwhite® α-ABT
ingre_branded_ingredients,ingredient_name,greek_or_eszett,5α-Avocuta® T
ingre_branded_ingredients,ingredient_name,greek_or_eszett,α-Lupaline®
ingre_branded_ingredients,ingredient_name,greek_or_eszett,dl-α-Tocopherol
ingre_branded_ingredients,ingredient_name,greek_or_eszett,CG-Prohairin-ß4
ingre_branded_ingredients,ingredient_name,greek_or_eszett,Oat Beta Glucan (ß-D-Glucan)
ingre_branded_ingredients,ingredient_name,greek_or_eszett,CG-TGFß1
ingre_branded_ingredients,ingredient_name,greek_or_eszett,CG-Thymosin-ß4
ingre_branded_ingredients,ingredient_name,greek_or_eszett,ß-CYCLODEXTRIN POWDER
ingre_branded_ingredients,ingredient_name,greek_or_eszett,Cyclosystem Complex® Arbutin 50% in HP-ß-Cyclodextrin
ingre_branded_ingredients,ingredient_name,greek_or_eszett,18-ß-Glycyrrhetinic Acid
ingre_branded_ingredients,ingredient_name,greek_or_eszett,Cyclosystem Complex® L-Carnitine 20% in HP-ß-Cyclodextrin
ingre_branded_ingredients,ingredient_name,greek_or_eszett,ß-Ecdysone
ingre_branded_ingredients,ingredient_name,greek_or_eszett,Acetyl-11-keto-ß-boswellic acid/AKBA
ingre_branded_ingredients,ingredient_name,greek_or_eszett,ß-WHITE™
ingre_branded_ingredients,ingredient_name,greek_or_eszett,Glucan ß
ingre_branded_ingredients,ingredient_name,legitimate_alpha_beta_inci,ALPHA-ARBUTIN
ingre_branded_ingredients,ingredient_name,legitimate_alpha_beta_inci,Alpha Arbutin
ingre_branded_ingredients,ingredient_name,legitimate_alpha_beta_inci,Alpha Hydroxy Acids AHA
ingre_branded_ingredients,ingredient_name,legitimate_alpha_beta_inci,Alpha-Arbutin
ingre_branded_ingredients,ingredient_name,legitimate_alpha_beta_inci,Alpha-ARBUTIN
ingre_branded_ingredients,ingredient_name,legitimate_alpha_beta_inci,Alpha-arbutin
ingre_branded_ingredients,ingredient_name,legitimate_alpha_beta_inci,alpha-Arbutin
ingre_branded_ingredients,ingredient_name,legitimate_alpha_beta_inci,Beta Sitosterol 90%
ingre_branded_ingredients,ingredient_name,legitimate_alpha_beta_inci,Beta Glucan 80%
ingre_branded_ingredients,ingredient_name,legitimate_alpha_beta_inci,Beta Caryophyllene Acetate
ingre_branded_ingredients,ingredient_name,legitimate_alpha_beta_inci,Beta Caryophyllene 90%
ingre_branded_ingredients,ingredient_name,legitimate_alpha_beta_inci,Beta Caryophyllene 95%
ingre_branded_ingredients,ingredient_name,legitimate_alpha_beta_inci,Beta Carotene Powder
ingre_branded_ingredients,ingredient_name,legitimate_alpha_beta_inci,Beta-Carotene Liquid 30%
ingre_branded_ingredients,ingredient_name,legitimate_alpha_beta_inci,Beta-Carotene 98% Pharma Grade
ingre_branded_ingredients,ingredient_name,legitimate_alpha_beta_inci,Beta Glucan 90%
ingre_branded_ingredients,ingredient_name,legitimate_alpha_beta_inci,Beta Caryophyllene 85%
ingre_branded_ingredients,ingredient_name,legitimate_alpha_beta_inci,Beta-Glucan
ingre_branded_ingredients,ingredient_name,legitimate_alpha_beta_inci,Beta-Glucan
ingre_branded_ingredients,ingredient_name,legitimate_alpha_beta_inci,Beta-Glucan M
ingre_branded_ingredients,ingredient_name,alpha_beta_prefix_other,AlphaImprove 4D Hair
ingre_branded_ingredients,ingredient_name,alpha_beta_prefix_other,Alpha-Acneic
ingre_branded_ingredients,ingredient_name,alpha_beta_prefix_other,Alpha Lipoic Acid 80 Mesh
ingre_branded_ingredients,ingredient_name,alpha_beta_prefix_other,Alpha Glucosyl Hesperidin
ingre_branded_ingredients,ingredient_name,alpha_beta_prefix_other,Alpha Humulene
ingre_branded_ingredients,ingredient_name,alpha_beta_prefix_other,AlphaComplete®
ingre_branded_ingredients,ingredient_name,alpha_beta_prefix_other,Alpha-Skin Repair
ingre_branded_ingredients,ingredient_name,alpha_beta_prefix_other,AlphaShield
ingre_branded_ingredients,ingredient_name,alpha_beta_prefix_other,AlphaImprove Body
ingre_branded_ingredients,ingredient_name,alpha_beta_prefix_other,AlphaWhiteness®
ingre_branded_ingredients,ingredient_name,alpha_beta_prefix_other,BETAION CAPB
ingre_branded_ingredients,ingredient_name,alpha_beta_prefix_other,BetaHydrate™ (Oat Beta-Glucan 3% Solution)
ingre_branded_ingredients,ingredient_name,alpha_beta_prefix_other,Beta-Cyclodextrin
ingre_branded_ingredients,ingredient_name,alpha_beta_prefix_other,BETAION® CAB
ingre_branded_ingredients,ingredient_name,alpha_beta_prefix_other,BETAION® VEGE
ingre_branded_ingredients,ingredient_name,alpha_beta_prefix_other,BetaHydrate™ (Oat Beta-Glucan 3% Solution)
ingre_branded_ingredients,ingredient_name,alpha_beta_prefix_other,BetaPure™ (Betaine Anhydrous 99%)
ingre_branded_ingredients,ingredient_name,alpha_beta_prefix_other,Alphaflow® UV
ingre_branded_ingredients,ingredient_name,alpha_beta_prefix_other,Alphaflow® 20
ingre_branded_ingredients,ingredient_name,alpha_beta_prefix_other,Alphaflow® 40 E
ingre_branded_ingredients,ingredient_name,false_positive_betaine,Betaine Salicylate
ingre_branded_ingredients,ingredient_name,false_positive_betaine,Betaine Salicylate (BHA)
ingre_branded_ingredients,ingredient_name,false_positive_betaine,BETAINE GENENCARE® OSMS BA
ingre_branded_ingredients,ingredient_name,false_positive_betaine,Betaine
ingre_branded_ingredients,ingredient_name,false_positive_betaine,Betaines
